Cidade,Descrição,Temperatura C°,Sensação Térmica C°,Temperatura Minima C°,Temperatura Maxima C°,Pressão Atmosferica,Humidade do Ar:,Velocidade do Vento,Momento da Gravação,Nascer do Sol,Por do Sol
Passo Fundo,clear sky,16.339999999999975,15.610000000000014,16.339999999999975,16.339999999999975,1018,61,3.9,2025-03-19 22:57:33,2025-03-19 06:32:38,2025-03-19 18:42:01
